userid,bookcount,trainingcount,age,gender,goal,trainingduration,trainingcalorie,trainingtimes,trainingdays,runningtimes,cyclingtimes,hikingtimes,allduration,allcalorie,alltimes,alldays,traininggoal,difficulty,maxcomboday,kg,bmi,joinedplans,plans,vip_expire,bought_package
55cf2e0c347b9d2784fc0e41,5,5,36,F,1,3647.35,26358,231,111,2,-1,9,3953.12,27420,244,114,2,2,11,6,21.09,1,27,NULL,1
56547f21cc51352505ce7d30,1,1,30,F,2,61.02,349,4,3,-1,-1,0,61.02,349,5,3,0,0,2,0,17.99,0,4,NULL,0
566317b9948f012505653aa7,1,0,25,F,2,6041.5,27096,511,240,33,-1,8,7787.7,39571,572,269,0,0,15,8,20.31,0,28,NULL,0
56e7fb7e052fca6708ea4d29,1,0,37,F,1,1915.92,13917,158,62,0,-1,1,2192.3,15107,169,67,0,0,8,5,24.03,1,27,NULL,0
56f914c959173a5f6b74851e,14,13,23,F,2,2168.93,20065,83,74,14,-1,0,2619.67,24789,99,85,2,2,3,2,20.76,1,17,NULL,0
570bafdb618e3630055aee2b,23,22,31,F,1,6873.38,45677,412,187,37,58,0,12907.67,81283,586,275,0,0,60,9,23.57,1,11,NULL,0
5723984852a94a725a91a2a9,1,1,26,F,1,304.63,1533,17,10,-1,-1,0,304.63,1533,18,10,1,1,2,2,19.82,1,9,NULL,0
5752cad10d26cb3e05db1af0,1,1,29,F,2,699.72,2318,44,31,-1,-1,12,1021.07,2971,59,37,2,2,7,3,17.26,1,24,NULL,0
575819ecc2ae49862445d48d,0,0,34,F,2,6554.48,37564,403,261,68,3,698,28240.45,118358,1248,426,2,2,74,10,20.66,0,147,NULL,0
578ad7107d45b72a26ec0829,3,3,32,F,2,8350.53,42772,524,249,102,35,192,15830.38,78193,868,340,2,2,23,10,19.29,0,11,2018-12-21 23:59:59,0
5795abf8f3ff8ee4485292fb,1,1,28,F,1,13,62,0,1,-1,-1,0,13.55,64,2,2,0,0,1,0,0,1,1,NULL,0
579f36629c715c9906c298d0,3,2,33,F,1,1548.23,5892,112,54,4,2,0,1734.32,6984,122,57,0,0,3,4,20.12,1,40,NULL,0
57a4488ba2a7b93153c2b787,2,0,24,M,3,2679.08,18209,190,101,20,-1,110,6349.45,50185,322,143,2,2,15,6,23.55,0,22,NULL,0
57c06db4234530c33dd81ce0,1,0,38,F,2,7487.07,34145,537,227,26,134,47,17045.77,82628,812,306,1,2,50,10,18.75,1,32,NULL,0
5801de6b4933036dfec83bb8,0,0,36,F,2,3056,16310,243,127,0,-1,0,3158.42,16847,248,129,2,2,7,3,17.65,1,31,NULL,0
582bab15493303326f68eec2,4,2,40,F,2,615.1,2320,46,22,-1,-1,9,974.07,3682,57,29,2,1,3,3,20.7,1,27,NULL,1
58e4ff5b4933030ca6039513,18,17,38,F,1,1219.92,10139,33,27,-1,-1,0,1219.92,10139,34,27,2,2,2,1,23.88,1,10,NULL,0
591ff482387e281d313ae1fa,1,1,28,F,1,959.02,4994,44,33,-1,-1,0,1162.95,5703,54,38,0,0,4,3,21.41,1,33,NULL,0
59227a418c26a36ff4e40601,1,1,22,M,2,2560.57,13490,168,73,7,2,1,2801.52,14812,181,78,0,0,6,6,21.61,0,19,NULL,0
596755f74fe86f7c3bf609de,0,0,25,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0
5970e991094afb7997ddff0e,8,8,25,F,2,372.32,2278,8,8,-1,-1,0,432.57,2702,10,8,2,1,1,2,21.16,0,7,NULL,1
598b64672881d70b811dd98f,0,0,42,F,1,19088.3,92602,1734,387,346,23,658,47662.02,228843,2810,462,2,2,461,14,23.9,1,240,2018-10-26 23:59:59,0
59b261cb1cf3d17b765c1241,1,1,34,F,1,57,411,0,1,-1,-1,2,98.5,573,3,3,0,0,1,0,23.88,0,4,NULL,0
59d387efe666861941f14bd4,3,3,32,F,2,237.87,1527,7,7,-1,-1,0,237.87,1527,8,7,0,0,1,1,20.32,1,4,NULL,0
5a27ceef29b8a3379451034c,0,0,25,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0
5a33d7af1cf3d17a1e09925e,1,0,18,F,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,34.89,0,6,NULL,0
5a5f56051cf3d1799e02d830,1,1,29,M,1,42,224,0,1,-1,-1,0,42,224,1,1,0,0,1,0,29.76,1,1,NULL,0
5aacfce8e6668648f33355ac,3,3,28,F,1,141,1014,2,3,-1,-1,0,141,1014,3,3,0,0,1,1,17.47,0,1,NULL,0
5aaf88ceba9e9b2b0745c3de,1,1,33,M,0,42,415,0,1,-1,-1,0,42,415,1,1,0,0,1,0,0,0,0,NULL,0
5b2b85426b76fe08b9674a45,27,27,37,F,1,1620.45,14317,26,26,-1,-1,0,1620.45,14317,27,26,1,0,2,0,0,0,0,NULL,1
5b30a160ba9e9b08ca636946,3,3,27,M,4,171.58,1203,2,3,-1,-1,0,171.58,1203,3,3,0,0,1,0,17.92,0,2,NULL,0
5b34b74d1cf3d10cd2eec2f7,1,1,32,F,1,60.02,550,0,1,-1,-1,0,60.02,550,1,1,0,0,1,0,20.2,0,1,NULL,0
5b3e28006b76fe08b97c3c17,1,1,25,M,0,60.02,542,0,1,-1,-1,0,60.02,542,1,1,0,0,1,0,0,0,0,NULL,0
5b7753871cf3d15c3b603754,7,7,28,F,1,417.22,3053,6,7,-1,-1,0,417.22,3053,7,7,2,2,2,2,18.37,0,8,NULL,0
5bc19a97e6668606972dc838,3,1,25,F,1,60,462,0,1,-1,-1,0,60,462,1,1,2,2,1,1,23.44,0,11,NULL,1
5bed51d1ba9e9b07cf3eafa7,1,1,25,M,0,60,192,0,1,-1,-1,0,60,192,1,1,0,0,1,0,0,0,0,NULL,0
55eeffb2992ca8a1fc181d2d,1,1,38,M,1,646.07,4665,47,32,2,-1,0,676.17,4957,51,34,1,1,5,3,24.07,0,16,NULL,0
55f3f1ebbc995e36f14980ff,3,3,23,F,2,10140.77,62922,735,354,90,0,598,34757.62,171847,1451,593,2,2,84,11,18.56,0,22,NULL,0
5662bf1082e1b34dd191c646,1,1,29,F,1,2065.8,11300,151,85,10,30,0,2866.13,17056,194,111,0,0,8,5,27.78,1,19,NULL,0
56b0142635585c7038e4a9be,0,0,24,M,2,9415.13,54647,846,351,149,-1,15,14335.69,91997,1028,400,2,1,69,9,23.51,0,30,2018-12-16 23:59:59,0
56e0ca4228ce565450d64613,25,23,22,F,1,4272.35,25091,259,78,0,-1,192,8078.53,33216,453,127,2,1,30,7,17.36,1,23,2018-10-22 23:59:59,0
56f12d6b30f07917050c2d3a,3,3,31,F,2,506.52,2155,29,25,-1,-1,0,537.88,2313,31,26,1,2,4,2,20.45,1,22,NULL,0
56ff8315aa4e94001a23ce68,1,1,39,F,1,152.53,952,8,7,-1,-1,0,152.53,952,9,7,0,0,1,0,19.47,1,5,NULL,0
5762637a4b8acce37ac1e235,1,1,26,F,1,80.03,415,2,2,0,-1,0,146.42,699,4,3,0,0,1,0,21.51,1,1,NULL,0
57a6940fbbeeb051423d1c42,1,1,36,F,2,9558.12,60719,632,311,49,47,155,21415.27,103378,961,391,1,2,39,10,21.83,1,96,2019-09-24 23:59:59,0
57f6024c4933030ca98c4a14,74,68,23,F,1,4588.72,25934,155,81,76,-1,0,9278.15,57091,235,115,1,2,16,9,18,0,25,NULL,1
581860e44933037740bc093c,5,4,24,F,1,218.25,1955,3,4,-1,-1,0,218.25,1955,4,4,0,0,1,0,19.14,0,0,NULL,0
582929ec31f1164ac402011d,2,2,35,F,2,457.97,2060,32,30,-1,-1,0,1321.87,4203,84,58,1,1,13,3,20.32,1,13,NULL,0
58f1fdca4933032c2a597794,1,1,25,M,1,809.77,4212,82,38,33,13,178,6380.33,31978,309,105,1,2,27,6,26.78,0,7,NULL,0
590ffec14933037bb18c503e,1,1,33,M,1,56.17,314,1,2,-1,-1,0,56.17,314,2,2,0,0,1,0,23.53,0,6,NULL,0
5975c02315e66e2876348807,3,2,27,M,2,811.9,4384,44,30,-1,-1,0,811.9,4384,45,30,0,0,4,3,21.55,1,40,NULL,0
5992cc45c65bd908526ac45b,0,0,25,X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0
59e786bee666865a3b7ad736,2,2,25,F,1,1875.15,9857,123,64,20,-1,51,5647.6,29719,233,98,0,0,14,6,20.67,0,29,NULL,0
5a94abcfba9e9b0cf54ec36e,1,1,34,M,0,42,376,0,1,-1,-1,0,42,376,1,1,0,0,1,0,0,0,0,NULL,0
5aa674177511ce3671af2607,3,2,26,F,2,258.95,1527,10,7,0,-1,7,509.57,2144,19,14,2,1,6,2,18.36,0,17,NULL,1
5aab1e371cf3d16364e6461c,5,5,28,F,1,356.87,3116,8,6,-1,-1,0,356.87,3116,9,6,0,0,1,2,22.86,0,9,NULL,0
5ad0ce06e66686261ba628c5,1,1,29,F,4,61.32,302,1,2,-1,-1,0,61.32,302,2,2,0,0,2,0,16.23,0,9,NULL,0
5ad5446fe66686261bab533d,0,0,26,F,3,1249.67,8422,95,33,-1,-1,4,1363.32,8735,100,35,0,0,8,4,21.15,0,23,NULL,0
5b1e94cc6b76fe5d5103b07f,1,1,34,F,0,60.02,285,0,1,-1,-1,0,60.02,285,1,1,0,0,1,0,18.34,0,0,NULL,0
5b2263d4ba9e9b09b888c601,8,7,25,M,0,396.12,3009,6,7,-1,-1,0,396.12,3009,7,7,0,0,1,2,0,0,0,NULL,0
5b3782b87511ce0b982c2ff0,17,16,36,F,2,957.45,7391,15,14,-1,-1,0,957.45,7391,16,14,2,2,2,0,18.04,0,3,NULL,0
5b5abee1fe6e4313a103d90b,1,1,28,M,4,55.03,369,0,1,-1,-1,0,55.03,369,1,1,0,0,1,0,22.86,0,2,NULL,0
5bbecf186b76fe75ff6253a6,3,0,25,F,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1
54bd2eaf9eb5cd2c4c90bc5f,1,0,30,F,2,2258.3,11439,168,120,24,3,2,5569.58,29303,287,188,0,0,29,6,21.82,0,46,NULL,0
5512c82bf99df711044db825,3,2,27,F,1,1219.58,6646,85,60,16,6,232,7401.32,27202,371,220,1,1,17,6,19.57,1,47,NULL,0
5521520e3f3259376cff5dfa,4,5,28,M,3,4068.73,24260,333,209,22,-1,8,5213.65,36682,366,226,2,2,14,7,20.76,0,48,NULL,1
55aca45c64e83f89b79770f4,54,47,32,F,2,4195.38,35146,131,82,15,-1,1,5068.93,43233,152,96,2,2,7,7,21.01,0,19,NULL,1
55b5b6cd4905351b83aa7fd7,5,5,25,M,1,386.57,3342,8,9,-1,-1,0,386.57,3342,9,9,1,1,2,1,0,0,1,NULL,0
55b9d7b73bbb44a432249944,7,7,35,F,1,417.13,3592,6,7,-1,-1,0,417.13,3592,7,7,0,0,1,0,20.76,0,1,NULL,0
55ddcd4099f4dae31eaa28d6,0,0,31,F,1,100.82,397,5,4,-1,-1,0,100.82,397,6,4,0,0,2,1,19.84,0,7,NULL,0
55ee94a8571e29effcf3c19c,15,13,28,F,1,691.43,4221,17,16,-1,-1,0,751.63,4433,19,17,0,0,3,3,19.19,1,15,NULL,0
55fe9632fe7b90430006cbce,1,1,37,F,2,596.37,2798,31,31,-1,-1,0,596.37,2798,32,31,0,0,5,2,20.69,1,22,NULL,0
5614d264ff644ecf1d9e3e65,1,1,24,F,1,106.93,919,3,3,0,-1,18,763.3,2901,23,12,0,0,4,2,21.45,0,8,NULL,0
56225b8c85ce3207868adaaa,1,1,25,F,2,153.63,752,10,8,6,-1,0,437.72,3027,18,14,0,0,1,1,0,0,21,NULL,0
563648a8de74bebcc5992540,25,25,32,M,2,1294.8,9560,24,21,8,-1,106,4756.15,25491,140,80,2,2,13,6,23.84,0,0,NULL,0
56384ae45e5b36fc811a80ac,1,1,28,F,2,328.28,2338,25,15,-1,3,19,665.98,3681,50,20,0,0,9,3,22.32,0,9,NULL,0
565d46cdc35f5e4b745a9990,21,18,36,M,3,1318.22,9212,40,38,0,12,71,3775.9,16799,129,78,2,1,7,5,19.66,0,32,NULL,0
5685296d65b150cc67e9ace4,2,2,24,F,2,2070.87,9919,146,95,-1,-1,0,2168.52,10348,151,98,0,0,4,4,17.42,0,13,NULL,0
56b60f1db249ba3f481cb207,5,4,28,F,1,370.98,2420,12,11,0,1,49,1562.82,7332,65,30,1,1,7,3,30.12,1,12,NULL,1
570dca17745f436952446ae5,1,0,26,M,1,0,0,-1,0,0,-1,0,24.77,288,1,1,0,0,1,0,26.2,1,2,NULL,0
570f9bfb58f73995468467aa,1,1,28,F,1,4869.62,27998,412,143,28,10,148,10827.22,51982,623,209,2,2,15,7,23.23,0,43,2018-11-12 23:59:59,0
579213deb103123b05d221d4,1,1,30,M,3,2546.02,17551,134,121,8,-1,0,2812.67,20684,144,130,0,0,5,5,20.02,0,13,NULL,0
579303682ecbbd5337382d2f,2,1,29,F,2,98.93,644,3,4,-1,-1,0,98.93,644,4,4,2,1,1,0,21.5,0,14,NULL,0
579321a13f8dd0b9582ef5f6,36,33,42,F,1,8840.77,65352,481,220,34,123,60,15850.72,105531,727,286,2,2,35,10,25,1,131,2019-10-27 23:59:59,1
5798c42d21ffcf6c41396024,5,4,26,F,1,351.65,1955,15,9,-1,-1,0,411.65,2303,17,10,1,1,2,2,17.07,0,6,NULL,0
57d3fcd0493303343e81a1a5,0,0,38,F,1,1181.58,5848,97,76,5,122,158,11655.66,33615,443,267,1,1,50,7,19.13,1,65,NULL,0
57e9e1134933030ca9232161,34,33,29,F,1,3482.13,23712,161,110,24,-1,72,6495.25,35869,259,167,2,1,8,7,23.73,1,32,NULL,0
58021fed4933036dfecc09e0,4,3,36,F,2,147.13,1067,4,4,0,-1,20,1352.58,3769,27,18,0,0,5,3,17.63,0,18,NULL,0
580f3dd131f1160852b0f57b,0,0,21,M,3,5942.7,31877,465,303,43,-1,33,7512.65,44283,545,322,1,2,16,7,23.74,0,42,NULL,0
5870ce7031f1164ff11c62bd,72,64,31,F,2,5451.37,33254,204,114,0,-1,0,5484.37,33486,206,114,0,0,9,7,19.88,0,17,NULL,0
5871ffe04933034036a54ffc,4,3,27,F,1,3218.42,20157,264,143,41,52,96,8202.82,38801,468,254,2,2,104,7,21.63,1,29,2018-11-14 23:59:59,1
58907dcb4933037545fae021,23,22,26,F,1,4677.35,26000,293,143,6,11,130,8066.23,35404,445,193,2,2,116,8,20.83,1,64,NULL,0
58987bce31f11619759a817e,0,1,34,F,2,660.92,2946,45,33,-1,-1,1,670.9,2978,47,33,2,1,3,2,21.09,1,11,NULL,0
58cf4000387e284de168d92f,8,7,23,F,2,2228.72,15343,134,118,-1,-1,0,2355.47,15783,140,122,0,0,21,6,17.63,1,37,NULL,0
5960da7915e66e62ab75cb90,0,0,28,F,1,375.75,2190,31,13,-1,-1,0,474.73,2638,37,13,0,0,2,2,20.32,1,22,NULL,0
59a18a1015e66e5cf3c87768,2,2,26,F,2,2154.95,9203,165,85,3,-1,0,2274.9,10153,170,85,2,2,4,5,18.42,1,44,NULL,0
59a2c5442881d755520e66a8,2,1,33,F,1,58,536,0,1,6,-1,17,964.12,4850,25,23,1,1,3,3,25.85,0,4,NULL,0
59a9fd3a1cf3d1101f0b2eaf,0,0,32,F,3,13.42,81,1,1,-1,-1,0,13.42,81,2,1,0,0,1,0,26.81,0,6,NULL,0
59fa59501cf3d1090d6b4d21,2,2,24,F,1,857.43,3161,64,34,15,0,2,1282.62,5934,84,40,0,0,9,4,21.63,1,10,NULL,0
5a27c63a7511ce7048013698,1,0,37,F,1,1189.18,9522,69,35,6,-1,38,2609.78,15004,116,40,0,0,13,5,20.94,0,31,NULL,0
5b02582be666860c23965c68,1,1,30,F,1,51.53,442,0,1,-1,-1,0,51.53,442,1,1,0,0,1,0,20.96,0,1,NULL,0
5b07fb9d6b76fe5d51d5a310,7,7,25,M,4,417.13,3527,6,7,-1,-1,0,417.13,3527,7,7,0,0,1,0,21.45,0,9,NULL,0
5b0a85592e06902301e7e1c6,0,0,25,F,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0
5b1b97972e06902301dda86e,4,4,25,F,0,225.03,1879,3,4,-1,-1,0,225.03,1879,4,4,0,0,1,0,0,0,0,NULL,0
5b29b6252e0690350623acd0,1,1,23,F,1,45.02,452,0,1,-1,-1,0,45.02,452,1,1,0,0,1,0,20.96,0,0,NULL,0
5b2ecf3b1cf3d10cd2e7de55,1,1,29,F,1,327.22,1557,22,19,9,-1,129,4164.25,12010,162,89,2,2,17,4,20.69,1,25,NULL,0
5b6d11eefe6e4336883f7b81,9,9,28,F,1,588.85,3906,17,16,9,-1,0,912.97,6073,28,20,2,1,3,3,21.63,0,12,NULL,1
5b9b88e1e666863b4e1e6124,7,4,30,F,1,237.08,1696,3,4,-1,-1,0,237.08,1696,4,4,1,1,1,2,22.41,0,7,NULL,0
5bae36af2e0690790c95b80b,2,2,25,F,0,114.07,849,1,2,-1,-1,0,114.07,849,2,2,1,0,1,1,0,0,0,NULL,0
5bb5a58c7511ce7169cd3646,3,3,28,F,2,232,1407,7,8,-1,-1,0,232,1407,8,8,1,1,5,2,17.91,0,12,NULL,1
5bbd88e02e0690790c487d4f,1,0,25,F,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1
5beea152e66686391af0f2d1,1,0,26,M,3,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,21.97,0,2,NULL,1
5beed00f2e06903f57738538,1,0,25,F,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0
54fd13a673b8f37457376ddc,9,9,26,M,1,15492.1,75632,1165,539,104,11,295,24734.99,138159,1580,644,2,2,109,10,23.76,0,55,2019-01-05 23:59:59,0
55a8725d0390f8f611553504,35,35,32,F,1,3034.5,18813,112,68,-1,6,256,10230.83,37469,376,150,1,1,12,8,20.7,0,31,NULL,0
55db254a2d7560744f234dfa,1,0,34,F,1,87.78,275,8,5,-1,-1,0,87.78,275,9,5,0,0,2,1,20.18,1,6,NULL,0
55dd78a438a27a0ede691ca5,6,6,40,F,1,416.4,3002,15,16,-1,-1,0,416.4,3002,16,16,2,2,2,0,24.91,0,10,NULL,1
55f685217a8fdceb5d50627d,3,1,27,M,3,3269.57,17331,217,136,-1,-1,363,11936.72,42967,581,269,3,1,35,7,20.66,0,19,NULL,0
56278e9086f8fc8d9fa4bae6,12,9,34,F,1,2244.43,14319,143,81,30,-1,221,9628.03,36756,398,134,1,2,40,7,18.44,0,31,NULL,1
5630c81192f4e88607091d1f,1,1,20,F,1,5893.95,44288,370,210,65,0,0,8522.45,63924,438,237,0,0,11,8,20.13,0,25,NULL,0
563d956346666593ccefecc1,0,0,34,M,3,11220.38,82848,637,448,1,0,0,12148.15,87201,675,464,3,3,45,9,27.74,0,35,NULL,0
5659d21db08fa22c054df891,1,0,28,F,1,42,218,1,2,-1,-1,0,42,218,2,2,0,0,2,0,19.47,1,1,NULL,0
56752d3310571ce8b7228a53,7,7,23,M,1,824.03,6044,41,28,1,-1,0,846.38,6286,44,29,1,1,2,3,25.08,0,6,NULL,1
568b4e84b142f9b37ddd88e2,1,1,30,M,1,45,331,0,1,-1,-1,0,45,331,1,1,0,0,1,0,0,1,0,NULL,0
56a31b05968ddc602d60b075,1,0,29,F,2,235.47,1225,14,11,-1,-1,46,2025.68,6155,83,62,0,0,6,4,17.58,1,22,NULL,0
56a6205e8fcad65b2db7c2ca,16,12,25,F,2,2315.33,14814,103,80,-1,-1,0,3854.62,19693,156,116,2,1,4,6,0,0,23,NULL,0
56ab817191f87cca33bfc4b7,2,1,31,F,3,294.13,2158,14,13,1,-1,108,3097.45,7743,129,82,3,2,12,4,19.65,0,18,NULL,0
56aed57cc051005c1e5b7473,1,0,25,M,3,5318.37,38824,361,238,44,62,235,14671.52,90053,705,378,2,2,19,9,23.81,1,45,NULL,0
56b961a681bd7565585e0a3b,17,16,33,M,3,10016.2,66578,620,353,39,120,67,13855.17,89445,850,430,2,2,36,10,22.78,0,43,2018-11-07 23:59:59,0
56e2adcc49485d7308d47030,4,4,18,F,1,4496.97,40804,285,177,18,-1,0,4944.18,43700,305,193,0,0,48,7,20.17,0,33,NULL,0
571377dccf13be48050d61aa,3,2,34,F,1,161.05,1156,5,3,-1,-1,0,161.05,1156,6,3,0,0,2,2,27.78,1,0,NULL,0
572224dbd901752c05bbf37a,31,27,33,F,1,4524.17,34132,342,214,233,205,40,24318.82,201985,837,427,1,2,223,11,23.59,0,123,2020-10-09 23:59:59,1
57642942e0bbdf2905654c90,0,0,35,F,1,3645.47,22155,311,104,51,-1,33,6166.27,32405,412,117,2,1,15,7,21.88,1,63,2018-12-21 23:59:59,0
57a35b1ac191232a0518640b,32,28,28,F,2,1690.82,14934,29,29,3,5,87,3917.5,21214,127,82,2,1,12,5,18.59,1,6,NULL,1
57a8397aea199b7112b431bd,10,8,25,F,2,544.1,4574,12,11,-1,-1,0,544.1,4574,13,11,2,1,3,3,19.38,1,3,NULL,1
57ba5bb9493303213edd9509,6,6,43,F,3,11119.3,78935,563,247,80,3,18,15339.69,111848,692,304,2,2,13,10,19.96,0,71,NULL,1
58ce443f31f1164d547b1bf8,145,118,30,F,2,7256.08,57200,147,114,0,-1,234,13256.5,71177,384,148,2,1,37,9,20.26,0,21,NULL,1
58cffc984933033dedc9a576,3,3,27,M,1,171.12,1493,2,3,-1,-1,0,171.12,1493,3,3,0,0,1,0,23.67,0,1,NULL,0
5902d6da8c26a32b325d5400,1,0,38,F,2,2828.2,11611,257,131,1,-1,0,2867.7,11930,260,131,0,0,16,6,20.55,1,14,NULL,0
59a41e5915e66e5cf3cbf2f0,2,2,28,F,1,355.33,2143,14,13,10,-1,9,671.2,3694,38,23,2,2,4,3,22.83,0,19,NULL,0
59b387172881d76f9609445f,1,1,37,F,2,1379.77,6653,100,39,-1,-1,44,2610.88,9787,151,58,3,3,5,4,20.11,0,29,NULL,0
5a6626b91cf3d1799e08416c,1,0,28,M,2,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,23.03,0,2,NULL,0
5aa3b30b32b7984d347c35dd,9,7,37,F,0,345.53,2699,6,7,-1,-1,0,345.53,2699,7,7,0,0,1,0,0,0,0,NULL,0
5aa3e372e666862ed13419d8,2,1,24,F,2,594.43,3219,40,22,-1,-1,0,594.43,3219,41,22,0,0,3,3,17.93,0,15,NULL,0
5aa60e0dba9e9b2b0789147a,1,1,24,M,0,42,516,0,1,-1,-1,0,42,516,1,1,0,0,1,0,0,0,0,NULL,0
5aa61ba31cf3d15b9e0d5209,3,3,30,F,1,171,1503,2,3,-1,-1,0,171,1503,3,3,0,0,1,2,23.03,0,3,NULL,0
5ae3def7e666862a081c03f2,1,1,56,F,4,60.67,275,0,1,-1,-1,0,60.67,275,1,1,0,0,1,0,20.94,0,1,NULL,0
5ae9c8ca6b76fe57ed012677,1,1,29,F,4,42.68,255,0,1,-1,-1,0,63.2,341,2,1,0,0,1,0,22.27,0,7,NULL,0
5af41726ba9e9b09e56aa70a,4,5,57,F,0,300.13,2539,4,4,-1,-1,0,300.13,2539,5,4,1,0,1,0,0,0,0,NULL,0
5b049e757511ce0871759067,1,1,46,F,1,498.8,2612,45,37,6,-1,89,3262.78,11963,163,91,1,1,7,5,25.77,1,29,2018-11-26 23:59:59,0
5b266bce7511ce203206cec2,11,7,37,F,1,2063.25,13117,227,101,4,0,118,5378.13,22696,352,130,1,1,18,7,21.71,0,12,NULL,1
5b37c58de6668608c624e948,1,1,24,M,4,57.22,518,0,1,-1,-1,0,57.22,518,1,1,0,0,1,0,24.93,0,10,NULL,0
5b3c8fc51cf3d16f28ec24c7,4,0,24,M,1,20.73,113,2,1,-1,-1,0,20.73,113,3,1,0,0,1,0,24.54,0,7,NULL,0
5bae1f47e7b4cc0ebe6b77ce,2,2,25,M,0,117.02,987,1,2,-1,-1,0,117.02,987,2,2,2,0,1,0,0,0,0,NULL,0
5bbdbd377511ce0efaa90941,2,1,28,M,3,60.2,0,0,1,-1,-1,0,60.2,0,1,1,1,3,1,1,22.86,0,2,NULL,0
5bcaca3932b79828e45a7e4f,16,14,25,F,1,783.73,6006,13,11,-1,-1,0,843.73,6308,15,12,2,0,3,3,19.1,0,8,NULL,1
5bdafeb5e7b4cc78054cc00a,2,2,25,F,0,120,955,1,2,-1,-1,0,120,955,2,2,1,0,1,0,0,0,0,NULL,0
54d5f7ffe04258fb6ee466fc,9,10,20,F,2,5504.43,33422,350,151,61,-1,301,14566.81,66642,719,235,2,2,32,9,19.23,0,57,NULL,1
553c5a788f95d51b12d76f90,1,1,26,F,1,109,868,4,3,-1,-1,11,498.65,1986,16,14,0,0,3,0,21.11,0,3,NULL,0
555d6ef2e1c490417042d51b,1,0,25,F,2,58,223,2,2,-1,-1,0,58,223,3,2,0,0,2,0,20.76,1,1,NULL,0
557c52c3ee1970b18593acb4,1,2,37,F,1,9564.42,77783,600,358,10,9,154,15737.71,94716,806,452,1,2,17,9,18.42,0,67,NULL,0
557cdbcabf13604068ae6a76,6,3,24,F,2,15253.38,104392,1134,445,55,7,66,19632.22,131778,1274,519,2,2,100,10,19.57,1,112,2021-12-01 23:59:59,0
55ab7a646fd00c34b6cace29,6,5,25,F,3,281.68,1870,4,5,-1,-1,0,281.68,1870,5,5,3,2,1,0,16.65,1,9,NULL,0
55b61de2d09361dd49fb8be9,3,1,29,F,1,698.33,4285,51,38,0,0,43,2094.5,7948,97,57,1,1,8,4,23.14,0,16,NULL,0
55baac127bff46b60ad669f1,28,16,28,F,2,4094.3,26457,254,153,4,2,241,10886.33,42055,509,234,2,1,40,8,18.37,1,67,2018-10-23 23:59:59,0
55d5b1061ed09bb11e00eca5,48,36,30,F,1,4212.43,29760,220,176,28,25,4,6079.9,42142,282,197,1,2,6,7,22.32,1,31,2018-10-31 23:59:59,0
55e311f364d4a7f6b584ffb8,13,8,28,F,1,3510.13,22448,246,94,21,-1,162,7577.93,41998,432,143,2,1,16,7,24.91,0,12,NULL,0
55f64293eb4ff89e34ffd783,13,13,31,M,1,719.02,6152,12,13,-1,-1,0,719.02,6152,13,13,0,0,3,0,24.06,0,1,NULL,0
562657becd26ddaa7c64ce70,0,0,24,F,2,10339.28,54327,779,348,58,-1,27,13559.27,74938,866,399,1,2,40,9,19.95,0,8,NULL,0
5638a252acdf8f24058286b1,0,0,25,M,1,233.53,1586,11,9,-1,-1,0,233.53,1586,12,9,0,0,3,2,27.18,0,2,NULL,0
5683bac4751d548f6923bf1c,0,1,25,F,2,733.13,4283,51,41,-1,-1,0,733.13,4283,52,41,1,1,4,3,0,0,11,NULL,0
56a648b2aa2ffc1f055af7d6,1,1,25,F,2,2542.93,10736,159,109,16,-1,0,3057.72,14747,177,123,0,0,8,5,20.31,0,43,NULL,0
56b561ec3f0f4df747616346,1,0,38,F,1,2949,11657,228,111,-1,-1,0,2949,11657,229,111,0,0,4,5,20.89,1,79,NULL,0
56bee093515f78605711d9d0,0,0,16,F,1,1322.98,5623,85,42,6,-1,13,1794.65,7486,106,45,0,0,12,4,23.44,1,77,NULL,0
56dbf3fdec64a32611d9db05,1,0,34,F,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,24.84,1,0,NULL,0
56fa62fe54c92e33051a1595,4,4,29,F,1,578.33,3787,32,20,4,-1,1,779.27,5140,39,26,1,2,3,3,21.83,1,21,2018-11-14 23:59:59,1
571b7f585ad5d798793b7cc6,12,10,35,F,1,781.2,5703,25,18,0,-1,0,827.52,6002,27,19,0,0,2,1,18.42,0,9,NULL,0
